review;sentiment
Sering gagal deteksi wajah;Negative
Teknologi face detection pada smart locker ini memberikan keamanan tambahan yang diperlukan.;Positive
Saya merasa frustrasi dengan ketidakakuratan face detection di smart locker ini.;Negative
barcode recognition-nya cepat dan akurat, mantap;Positive
Fiturnya jelek, banyak yang engga jalan;Negative
Sistemnya cukup baik, tapi kadang crash;Neutral
RFID suka enggak detek;Negative
RFID-nya bekerja sempurna, cepat banget;Positive
Sistemnya jelek, sering reboot;Negative
Sistemnya simpel dan efisien, suka deh;Positive
barcode recognition-nya lemot;Negative
Lokernya cukup berguna, tapi kadang ribet;Neutral
barcode recognition-nya cukup akurat, tapi kadang salah;Neutral
Lokernya jelek, terlalu sensitif;Negative
Lokernya mudah digunakan, enggak ribet;Positive
RFID-nya enggak selalu kebaca;Negative
Smart locker ini memberikan pengalaman yang biasa saja dalam penggunaannya.;Neutral
Face detection di smart locker ini memberikan tingkat keamanan yang tinggi.;Positive
RFID pada smart locker ini sering mengalami masalah dalam membaca kartu.;Negative
Pengalaman menggunakan smart locker ini cukup efisien.;Positive
Sistem face detection pada smart locker ini perlu diperbaiki untuk respons yang lebih cepat.;Neutral
Smart locker ini memberikan keamanan yang handal dengan teknologi RFID.;Positive
Face detection di smart locker ini terkadang tidak konsisten dalam pengenalan wajah.;Negative
Saya merasa nyaman dengan fitur keamanan yang disediakan oleh smart locker ini menggunakan face detection.;Positive
RFID pada smart locker ini masih membutuhkan peningkatan dalam kecepatan akses.;Neutral
Face detection di smart locker ini mudah dipahami dan digunakan.;Positive
Smart locker ini memberikan solusi yang efisien dalam manajemen akses barang.;Positive
Face detection di smart locker ini kurang akurat dalam kondisi cahaya rendah.;Negative
Locker ini sangat aman dan praktis.;Positive
Loker sering butuh reset ulang setelah beberapa kali penggunaan.;Neutral
Sistem kadang tidak mengenali kartu RFID.;Neutral
Sistem RFID pada smart locker ini stabil dalam pengelolaan akses.;Positive
RFID memerlukan beberapa kali percobaan.;Negative
Kartu RFID tidak berfungsi.;Negative
Loker tidak merespons saat menggunakan RFID.;Negative
RFID-nya lumayan baik, tapi ada beberapa bug;Neutral
Loker sering mengalami error.;Negative
Proses pengenalan wajah sering gagal.;Negative
Sistem sering tidak merespons kartu RFID.;Negative
RFID-nya super responsif, recommended;Positive
Lokernya cukup praktis, tapi butuh beberapa perbaikan;Neutral
barcode recognition-nya cepat banget, enggak perlu nunggu lama;Positive
Lokernya nyaman banget dipake, puas deh;Positive
Pengenalan wajah tidak selalu bekerja.;Negative
Sistemnya oke banget, puas pakainya;Positive
RFID-nya cukup cepat, tapi ada beberapa bug;Neutral
Sistemnya cukup stabil, tapi kadang crash;Neutral
Pengenalan wajah sangat lambat.;Negative
Kartu RFID sering tidak terbaca.;Negative
barcode recognition-nya cukup oke, tapi ada kalanya lambat;Neutral
Lokernya cukup nyaman, tapi kadang ngadat;Neutral
Sistem sering mengalami gangguan.;Negative
Pengalaman menggunakan smart locker ini agak membingungkan.;Neutral
Face detection di smart locker ini kurang akurat dalam pengenalan wajah.;Negative
Smart locker ini memberikan pengalaman yang efisien dalam manajemen barang.;Positive
RFID-nya cukup bagus, tapi kadang error;Neutral
barcode recognition-nya super akurat, enggak pernah salah;Positive
Lokernya stylish dan modern, suka banget;Positive
RFID pada smart locker ini sering kali tidak dapat membaca kartu dengan baik.;Negative
Sistem face detection di smart locker ini terkadang tidak responsif terhadap pengguna.;Negative
Penggunaan RFID di smart locker ini membutuhkan integrasi yang lebih baik.;Neutral
Smart locker ini memberikan kemudahan dalam akses barang dengan teknologi face detection.;Positive
Face detection di smart locker ini terkadang membingungkan dalam situasi tertentu.;Negative
RFID pada smart locker ini belum memberikan keamanan yang optimal.;Negative
Sistem face detection di smart locker ini akurat dalam pengenalan pengguna.;Positive
Pengalaman pengguna dengan smart locker ini cukup memuaskan.;Neutral
Face detection di smart locker ini stabil meskipun dalam situasi yang padat.;Positive
RFID pada smart locker ini perlu ditingkatkan dalam manajemen akses.;Negative
barcode recognition-nya oke banget, praktis;Positive
barcode recognition kadang tidak akurat, tapi RFID membantu.;Neutral
Sistem ini canggih, tapi kadang tidak responsif.;Neutral
barcode recognition sulit berfungsi di kondisi cahaya rendah.;Negative
Sistem face detection di smart locker ini kurang konsisten dalam pengenalan wajah.;Negative
Smart locker ini memberikan solusi yang efisien dalam pengelolaan barang.;Positive
Face detection di smart locker ini belum sepenuhnya dapat diandalkan.;Negative
Penggunaan RFID di smart locker ini memerlukan waktu yang lebih lama.;Neutral
Face detection di smart locker ini perlu diperbarui untuk meningkatkan akurasi.;Neutral
Penggunaan RFID di smart locker ini intuitif dalam manajemen akses.;Positive
Face detection di smart locker ini terkadang membingungkan dalam kondisi tertentu.;Negative
Smart locker ini memberikan pengalaman yang nyaman dalam pengelolaan barang.;Positive
Saya tidak yakin dengan keamanan RFID untuk jangka panjang.;Neutral
Locker ini sangat membantu untuk menyimpan barang pribadi.;Positive
Proses pemindaian RFID memerlukan beberapa kali percobaan.;Neutral
Penggunaan teknologi RFID di smart locker ini membutuhkan integrasi yang lebih baik.;Negative
Smart locker ini memberikan pengalaman pengguna yang memuaskan.;Positive
Face detection di smart locker ini stabil dalam pengenalan pengguna.;Positive
RFID pada smart locker ini membutuhkan penyesuaian dalam manajemen akses.;Neutral
Sistem face detection di smart locker ini terkadang tidak responsif terhadap perintah.;Negative
Smart locker ini memberikan keamanan tambahan yang baik dengan teknologi face detection.;Positive
Tidak selalu bisa langsung mengenali wajah pengguna.;Neutral
Verifikasi wajah perlu sedikit waktu untuk penyesuaian.;Neutral
Face detection di smart locker ini kurang responsif dalam kondisi pencahayaan rendah.;Negative
RFID pada smart locker ini belum memenuhi kebutuhan untuk keamanan yang tinggi.;Negative
Sistem face detection di smart locker ini perlu diperbarui untuk performa yang lebih baik.;Neutral
Smart locker ini sangat membantu saya untuk menyimpan barang dengan aman.;Positive
Penggunaan RFID membuat akses lebih cepat dan efisien.;Positive
Saya merasa keamanan locker ini masih perlu ditingkatkan.;Neutral
Teknologi barcode recognition kurang responsif pada beberapa kondisi.;Negative
Sistem RFID sangat efisien dan cepat.;Positive
barcode recognition kurang akurat saat kondisi cahaya redup.;Negative
Locker ini sangat memudahkan saya dalam menyimpan barang.;Positive
RFID sering mengalami masalah dalam membaca kartu.;Negative
Saya sangat terbantu dengan adanya smart locker ini.;Positive
Keamanan barcode recognition perlu ditingkatkan.;Neutral
barcode recognition sering gagal mendeteksi wajah saya, terutama di kondisi cahaya rendah.;Negative
barcode recognition sering gagal mendeteksi wajah saya.;Negative
Saya merasa aman menggunakan smart locker ini.;Positive
RFID sering tidak bekerja dengan baik.;Negative
Locker ini sangat praktis dan memudahkan penyimpanan barang.;Positive
Kualitasnya jelek, cepat rusak;Negative
barcode recognition perlu ditingkatkan keakuratannya.;Neutral
Penggunaan RFID sangat memudahkan akses ke locker.;Positive
RFID sering jelek, gagal baca;Negative
barcode recognition sering gagal mengenali wajah saya, terutama saat saya memakai topi.;Negative
Pengenalan wajah memakan waktu lebih lama dari yang diharapkan.;Neutral
Lokernya bagus banget;Positive
Harga mahal tapi jelek;Negative
barcode recognition-nya keren abis, enggak perlu kunci lagi;Positive
RFID bekerja, tapi terkadang memerlukan penyesuaian.;Neutral
Lokernya enggak praktis, sering ngadat;Negative
RFID-nya sering enggak nyambung, bikin ribet;Negative
RFID-nya responsif banget, cepat dan mudah;Positive
Loker ini lumayan, tapi kadang barcode recognition lambat.;Neutral
Akses menggunakan RFID sangat mudah.;Positive
Kadang-kadang RFID tidak bekerja dengan baik.;Negative
Teknologi ini menarik, tapi masih ada kekurangan.;Neutral
Lokernya jelek, engga worth it;Negative
RFID-nya mantap banget, responsif;Positive
Sistem RFID kadang tidak responsif.;Neutral
Software-nya jelek, sering crash;Negative
Fitur pengenalan wajah terkadang tidak berfungsi dengan baik.;Neutral
Lokernya enggak ribet, gampang banget;Positive
Pengaturannya jelek, ribet banget;Negative
Sistemnya cukup canggih, namun butuh sedikit penyesuaian.;Neutral
Kadang-kadang RFID tidak berfungsi dengan baik.;Negative
Saya sangat puas dengan teknologi yang digunakan pada locker ini.;Positive
barcode recognition tidak selalu akurat.;Negative
RFID sangat memudahkan akses ke locker.;Positive
Sistemnya keren abis, puas deh;Positive
Proses verifikasi wajah bisa lebih cepat.;Neutral
Kadang butuh beberapa kali percobaan untuk membuka loker.;Neutral
barcode recognition-nya suka ngadat;Negative
Locker ini sangat praktis dan mudah digunakan.;Positive
RFID sering tidak terbaca dengan baik.;Negative
Sistemnya cukup user-friendly, tapi kadang ribet;Neutral
RFID-nya sering ngadat;Negative
Sistemnya suka down;Negative
Sistem ini sangat efisien dan berguna.;Positive
barcode recognition-nya cukup akurat, tapi kadang ngaco;Neutral
Lokernya cukup praktis, tapi kadang ngestuck;Neutral
Lokernya enggak jelek;Positive
Lokernya enggak buruk;Positive
RFID sering gagal;Negative
barcode recognition sering gagal mendeteksi wajah saya, terutama saat saya memakai masker.;Negative
Lokernya enggak ribet;Positive
barcode recognition-nya suka ngestuck;Negative
Saya merasa keamanan locker ini masih bisa ditingkatkan.;Neutral
barcode recognition sangat akurat dan cepat.;Positive
RFID sering tidak berfungsi dengan baik.;Negative
Locker ini sangat membantu di perpustakaan kampus.;Positive
barcode recognition sulit digunakan jika kondisi pencahayaan buruk.;Negative
RFID pada smart locker ini sangat efisien.;Positive
Keamanannya jelek, gampang dibobol;Negative
Sistemnya cukup simpel, tapi bisa lebih baik;Neutral
Lokernya jelek, sering macet;Negative
Lokernya modern dan canggih, recommended!;Positive
Penggunaannya jelek, engga praktis;Negative
barcode recognition-nya cukup cepat, tapi kadang error;Neutral
Teknologi barcode recognition-nya keren abis!;Positive
RFID-nya nggak sensitif.;Negative
Sistem RFID-nya top!;Positive
Aman dan mudah dipakai, recommended!;Positive
RFID-nya lumayan praktis, tapi kadang error;Neutral
Aman dan nyaman pakai lokernya;Positive
Lokernya nggak praktis, bikin repot;Negative
RFID-nya cukup baik, tapi ada kalanya nggak terbaca;Neutral
Lokernya desainnya futuristik, suka banget;Positive
barcode recognition-nya bikin repot, lambat;Negative
Lokernya solid dan aman;Positive
barcode recognition-nya suka ngaco.;Negative
Sistemnya cukup baik, tapi ada kalanya bermasalah;Neutral
Lokernya oke banget, nggak ribet pakainya;Positive
Lokernya kurang aman, nggak recommended;Negative
Sistemnya cukup baik, tapi kadang ada masalah;Neutral
Lokernya praktis banget buat sehari-hari;Positive
Teknologi barcode recognition-nya sangat memuaskan;Positive
RFID-nya suka nggak terbaca;Negative
Lokernya enggak buruk, tapi kadang ribet;Neutral
RFID-nya cukup responsif, tapi kadang lambat;Neutral
Nggak nyaman buat penyimpanan.;Negative
Lokernya nggak aman, masih bisa dibuka paksa;Negative
RFID-nya sering nggak berfungsi;Negative
Lokernya keren, teknologi mantap;Positive
Teknologi keren, sangat membantu di perpustakaan;Positive
Kurang puas sama fitur barcode recognition-nya;Negative
RFID-nya cukup praktis, tapi ada kalanya error;Neutral
Lokernya kurang aman, masih bisa dibuka paksa;Negative
barcode recognition-nya sering nggak akurat;Negative
Teknologinya cukup membantu, tapi ada kekurangannya;Neutral
Sistem barcode recognition-nya cepat dan akurat;Positive
Bikin hidup lebih susah.;Negative
Lokernya cukup praktis, tapi ada kekurangannya;Neutral
RFID-nya suka nggak terbaca, repot;Negative
Proses buka lokernya cepat, mantap!;Positive
barcode recognition-nya lumayan baik, tapi kadang meleset;Neutral
barcode recognition-nya cepat dan tepat;Positive
Lokernya cukup oke, nggak jelek tapi nggak spesial;Neutral
Lokernya nggak efisien.;Negative
Fitur RFID-nya bikin akses lebih cepat;Positive
RFID-nya nggak praktis, sering gagal;Negative
Lokernya terlalu kecil, nggak muat banyak barang;Negative
Fitur RFID-nya bikin akses lebih gampang;Positive
Lokernya kece dan canggih;Positive
Lokernya biasa aja.;Neutral
Lokernya stylish dan fungsional;Positive
Susah dioperasikan.;Negative
Desainnya standar aja.;Neutral
Teknologinya nggak membantu.;Negative
Sangat praktis dan aman, puas pakainya;Positive
Lokernya terlalu kecil, nggak muat banyak;Negative
barcode recognition-nya cukup cepat, tapi kadang lambat;Neutral
Lokernya kuat dan aman banget;Positive
barcode recognition-nya bikin lama buka loker;Negative
Lokernya kekinian banget, suka deh;Positive
Sistemnya cukup baik, tapi ada kalanya down;Neutral
Ribet banget di perpustakaan.;Negative
Lokernya mudah diakses dan aman;Positive
Sistemnya sering down, nggak bisa diandalkan;Negative
Lokernya oke, tapi masih perlu perbaikan;Neutral
Aksesnya susah banget.;Negative
Lokernya gak terlalu spesial;Neutral
Sistem RFID-nya responsif;Positive
RFID-nya lumayan, kadang responsif kadang nggak;Neutral
Ribet buat sehari-hari.;Negative
Teknologinya cukup baik, tapi ada yang bisa ditingkatkan;Neutral
RFID-nya sering error, bikin ribet;Negative
Lokernya lumayan aman, tapi bisa lebih baik;Neutral
Face detection di smart locker ini membutuhkan waktu yang lama untuk identifikasi.;Negative
RFID pada smart locker ini kurang efisien dalam manajemen akses.;Negative
Sistem barcode-nya cukup bisa diandalkan;Neutral
Smart locker ini tidak memberikan keamanan yang memadai dengan teknologi RFID.;Negative
RFID-nya top banget, cepat;Positive
Pengoperasiannya jelek, ribet;Negative
Penggunaan RFID-nya standar aja;Neutral
Sistemnya canggih, puas pake;Positive
Layanan support-nya jelek, engga membantu;Negative
barcode recognition-nya cukup baik, tapi kadang error;Neutral
Sangat memudahkan kehidupan sehari-hari;Positive
Responsnya jelek, lambat banget;Negative
Lokernya sangat modern dan stylish;Positive
barcode recognition-nya cukup membantu, tapi ada kekurangannya;Neutral
Sistemnya nggak reliable.;Negative
Sistem barcode recognition-nya kadang cepat kadang lambat;Neutral
RFID-nya sering nggak responsif;Negative
Lokernya mudah diakses, sangat user-friendly;Positive
Teknologinya cukup baik, tapi ada kekurangannya;Neutral
Lokernya worth it banget, kualitas oke;Positive
barcode recognition-nya bikin lama;Negative
barcode recognition-nya cukup baik, kadang meleset;Neutral
RFID-nya bikin pusing, suka error;Negative
Lokernya desainnya biasa aja, nggak menarik;Negative
Sistem RFID-nya lancar dan cepat;Positive
Lokernya oke, tapi masih bisa ditingkatkan;Neutral
barcode recognition-nya top banget!;Positive
Lokernya sering error, bikin kesel;Negative
Teknologinya lumayan, bisa dipakai;Neutral
Lokernya praktis dan aman;Positive
RFID-nya kadang bekerja kadang nggak;Neutral
Teknologi yang sangat bermanfaat;Positive
Teknologinya oke, tapi ada yang bisa ditingkatkan;Neutral
Teknologi barcode recognition-nya juara!;Positive
RFID-nya lumayan, tapi kadang nggak responsif;Neutral
Lokernya sering macet, nggak praktis;Negative
Kurang puas sama teknologi barcode recognition-nya;Negative
RFID-nya cukup berguna, tapi ada kalanya bermasalah;Neutral
RFID-nya cepat dan mudah dipakai;Positive
Lokernya cukup praktis, tapi ada kalanya bermasalah;Neutral
Lokernya modern dan sangat membantu;Positive
barcode recognition-nya bikin kesel;Negative
Lokernya bener-bener praktis, suka deh;Positive
RFID-nya jelek, sering engga kebaca;Negative
barcode recognition-nya kadang oke kadang nggak;Neutral
Lokernya jelek, sering error;Negative
RFID-nya cukup berguna, tapi ada kalanya nggak berfungsi;Neutral
Sistemnya lumayan, kadang error;Neutral
Desainnya jelek, engga menarik;Negative
Suka sama sistem barcode recognition-nya;Positive
Sistemnya cukup baik, kadang ada error;Neutral
Lokernya terlalu ribet pakainya;Negative
Lokernya lumayan, nggak jelek tapi nggak terlalu bagus;Neutral
barcode recognition-nya bikin repot;Negative
barcode recognition-nya super cepat;Positive
RFID-nya sering nggak berfungsi, repot;Negative
Lokernya cukup aman, tapi bisa lebih baik;Neutral
RFID-nya praktis dan mudah dipakai;Positive
Desain lokernya enggak jelek;Positive
barcode recognition-nya enggak bagus;Negative
Teknologi yang sangat membantu sehari-hari;Positive
Lokernya sering ngadat, kesel banget.;Negative
Teknologinya belum matang.;Negative
Kinerja barcode recognition-nya enggak bagus;Negative
Lokernya biasa aja, nggak terlalu spesial;Neutral
RFID-nya suka nggak terbaca, ribet;Negative
Sistem barcode recognition-nya enggak jelek;Positive
barcode recognition-nya enggak jelek dan enggak bagus;Neutral
Desain lokernya enggak bagus;Negative
Efisiensi lokernya enggak jelek;Positive
Desain lokernya enggak jelek dan enggak bagus;Neutral
Lokernya jelek, sering disconnect;Negative
Kinerja barcode recognition-nya enggak jelek;Positive
Lokernya jelek, engga responsif;Negative
Kinerja barcode recognition-nya enggak jelek dan enggak bagus;Neutral
Lokernya bagus dan mudah digunakan;Positive
Efisiensi lokernya enggak bagus;Negative
Efisiensi lokernya enggak jelek dan enggak bagus;Neutral
Fitur barcode-nya sangat berguna dan akurat;Positive
